,average_precision,threshold,model_name
0,0.9903025601241272,0.3,230728
1,0.9903025601241272,0.35,230728
2,0.9903025601241272,0.4,230728
3,0.9903025601241272,0.45,230728
4,0.9903025601241272,0.5,230728
5,0.9903025601241272,0.55,230728
6,0.9903025601241272,0.6,230728
7,0.9903025601241272,0.65,230728
8,0.9899146625290923,0.7,230728
9,0.9899146625290923,0.75,230728
10,0.9895267649340574,0.8,230728
11,0.9891388673390225,0.85,230728
12,0.9883630721489527,0.9,230728
