,average_precision,threshold
0,0.9903025601241272,0.3
1,0.9903025601241272,0.35
2,0.9903025601241272,0.4
3,0.9903025601241272,0.45
4,0.9903025601241272,0.5
5,0.9903025601241272,0.55
6,0.9903025601241272,0.6
7,0.9903025601241272,0.65
8,0.9899146625290923,0.7
9,0.9899146625290923,0.75
10,0.9895267649340574,0.8
11,0.9891388673390225,0.85
12,0.9883630721489527,0.9
